CID,unique_key,agency,agency_name,complaint_type,status,city,borough,incident_zip,latitude,longitude,Created_Year,Created_Month,Created_Month_Number,Created_Day,Created_Date,Closed_Year,Closed_Month,Closed_Month_Number,Closed_Day,Closed_Date,state
611,42977598,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Rosedale,Queens,11422,40.6667368,-73.72885032,2019,June,6,15,2019-06-15,2020,January,1,27,2020-01-27,NY
612,42983336,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bellerose,Queens,11426,40.72796589,-73.71907611,2019,June,6,15,2019-06-15,2019,July,7,10,2019-07-10,NY
613,46096543,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Rosedale,Queens,11422,40.66739708,-73.73420783,2020,April,4,30,2020-04-30,2020,May,5,4,2020-05-04,NY
614,46097679,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11210,40.62203452,-73.95178402,2020,April,4,30,2020-04-30,2020,October,10,26,2020-10-26,NY
615,46098059,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10463,40.88839562,-73.90382904,2020,April,4,30,2020-04-30,2020,May,5,20,2020-05-20,NY
616,46098060,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10308,40.55581711,-74.15347252,2020,April,4,30,2020-04-30,2020,May,5,1,2020-05-01,NY
617,46099450,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Astoria,Queens,11103,40.75707322,-73.91612145,2020,May,5,1,2020-05-01,2020,December,12,24,2020-12-24,NY
618,40252586,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,South_Ozone_Park,Queens,11420,40.6832131,-73.81765668,2018,September,9,11,2018-09-11,2020,March,3,18,2020-03-18,NY
619,40072660,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Maspeth,Queens,11378,40.72378895,-73.89145753,2018,August,8,21,2018-08-21,2019,June,6,11,2019-06-11,NY
620,43004712,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Rosedale,Queens,11422,40.66477463,-73.73488873,2019,June,6,18,2019-06-18,2019,September,9,30,2019-09-30,NY
621,44200091,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10308,40.54881508,-74.14061772,2019,November,11,1,2019-11-01,2019,December,12,2,2019-12-02,NY
622,43009566,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.78886856,-73.79718029,2019,June,6,18,2019-06-18,2019,July,7,1,2019-07-01,NY
623,43011893,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,South_Ozone_Park,Queens,11420,40.6745515,-73.82353142,2019,June,6,18,2019-06-18,2019,September,9,30,2019-09-30,NY
624,40265592,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,In Progress,Staten_Island,Staten_Island,10306,40.57626854,-74.10772678,2018,September,9,13,2018-09-13,2019,June,6,21,2019-06-21,NY
625,43028880,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11211,40.71381807,-73.94764149,2019,June,6,20,2019-06-20,2019,July,7,12,2019-07-12,NY
626,50466368,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11225,40.66127267,-73.95533119,2021,May,5,4,2021-05-04,2021,October,10,1,2021-10-01,NY
627,46103847,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Ridgewood,Queens,11385,40.69633562,-73.89420331,2020,May,5,1,2020-05-01,2021,May,5,17,2021-05-17,NY
628,46103848,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10301,40.63178023,-74.09080051,2020,May,5,1,2020-05-01,2020,May,5,6,2020-05-06,NY
629,46103973,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Queens_Village,Queens,11427,40.73329661,-73.73785995,2020,May,5,1,2020-05-01,2020,June,6,3,2020-06-03,NY
630,46103988,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10304,40.58938303,-74.09877193,2020,May,5,1,2020-05-01,2020,September,9,25,2020-09-25,NY
631,46103989,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Oakland_Gardens,Queens,11364,40.73956794,-73.75770427,2020,May,5,1,2020-05-01,2020,May,5,6,2020-05-06,NY
632,43034825,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.78769744,-73.82268262,2019,June,6,20,2019-06-20,2019,September,9,18,2019-09-18,NY
633,43048408,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11203,40.6399367,-73.92699544,2019,June,6,21,2019-06-21,2020,February,2,4,2020-02-04,NY
634,43048409,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.56209983,-74.17471394,2019,June,6,21,2019-06-21,2019,December,12,9,2019-12-09,NY
635,43056269,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10314,40.60398975,-74.12270597,2019,June,6,23,2019-06-23,2019,December,12,23,2019-12-23,NY
636,46104917,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10461,40.85555186,-73.85138833,2020,May,5,1,2020-05-01,2020,May,5,12,2020-05-12,NY
637,43067418,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10465,40.81844392,-73.81567842,2019,June,6,23,2019-06-23,2019,July,7,10,2019-07-10,NY
638,40602993,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11215,40.67138529,-73.97685651,2018,October,10,19,2018-10-19,2020,March,3,13,2020-03-13,NY
639,46111929,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bayside,Queens,11360,40.78569701,-73.78141304,2020,May,5,2,2020-05-02,2020,June,6,17,2020-06-17,NY
640,40370375,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Middle_Village,Queens,11379,40.72161283,-73.87312712,2018,September,9,24,2018-09-24,2020,January,1,28,2020-01-28,NY
641,43085787,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11213,40.66372052,-73.93673037,2019,June,6,25,2019-06-25,2019,November,11,12,2019-11-12,NY
642,40399888,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Maspeth,Queens,11378,40.72617979,-73.88874051,2018,September,9,27,2018-09-27,2019,June,6,26,2019-06-26,NY
643,46115263,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Woodside,Queens,11377,40.74269524,-73.90105491,2020,May,5,2,2020-05-02,2020,May,5,5,2020-05-05,NY
644,43094045,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Glen_Oaks,Queens,11004,40.73931642,-73.70409587,2019,June,6,25,2019-06-25,2019,July,7,9,2019-07-09,NY
645,40430660,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.78822841,-73.81994028,2018,October,10,1,2018-10-01,2019,November,11,18,2019-11-18,NY
646,43096131,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10002,40.72098707,-73.98313453,2019,June,6,25,2019-06-25,2019,August,8,30,2019-08-30,NY
647,39146491,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10304,40.59748282,-74.08882378,2018,May,5,9,2018-05-09,2019,June,6,12,2019-06-12,NY
648,46119247,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Maspeth,Queens,11378,40.72952164,-73.90248522,2020,May,5,3,2020-05-03,2020,June,6,2,2020-06-02,NY
649,43100224,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Long_Island_City,Queens,11101,40.75513096,-73.9175424,2019,June,6,25,2019-06-25,2019,August,8,23,2019-08-23,NY
650,43100227,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Middle_Village,Queens,11379,40.72059668,-73.87014199,2019,June,6,25,2019-06-25,2019,July,7,2,2019-07-02,NY
651,43103917,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10472,40.83497689,-73.86899,2019,June,6,26,2019-06-26,2019,July,7,9,2019-07-09,NY
652,39463504,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10463,40.88985852,-73.91425403,2018,June,6,14,2018-06-14,2019,July,7,22,2019-07-22,NY
653,43111092,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Hollis,Queens,11423,40.7275616,-73.7763289,2019,June,6,26,2019-06-26,2019,July,7,17,2019-07-17,NY
654,43111098,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11210,40.61702585,-73.94685655,2019,June,6,26,2019-06-26,2020,January,1,27,2020-01-27,NY
655,39532501,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10465,40.83972052,-73.82238133,2018,June,6,21,2018-06-21,2019,September,9,12,2019-09-12,NY
656,46078696,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10467,40.87674211,-73.87557569,2020,April,4,27,2020-04-27,2020,May,5,5,2020-05-05,NY
657,46080085,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bayside,Queens,11361,40.76456365,-73.77350078,2020,April,4,28,2020-04-28,2020,April,4,29,2020-04-29,NY
658,46080199,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.53579623,-74.17292193,2020,April,4,28,2020-04-28,2020,April,4,29,2020-04-29,NY
659,40569280,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11367,40.72781207,-73.82600615,2018,October,10,16,2018-10-16,2020,February,2,25,2020-02-25,NY
660,46080862,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11230,40.61422092,-73.96119401,2020,April,4,29,2020-04-29,2020,August,8,25,2020-08-25,NY
661,39856430,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11236,40.6400328,-73.8951033,2018,July,7,28,2018-07-28,2020,January,1,15,2020-01-15,NY
662,46083069,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.77966813,-73.81170197,2020,April,4,28,2020-04-28,2021,April,4,8,2021-04-08,NY
663,42694027,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10314,40.5982888,-74.16252214,2019,May,5,17,2019-05-17,2020,January,1,10,2020-01-10,NY
664,39965654,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11234,40.61571655,-73.92262401,2018,August,8,9,2018-08-09,2019,November,11,8,2019-11-08,NY
665,42737893,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11221,40.68693409,-73.92472285,2019,May,5,21,2019-05-21,2019,July,7,11,2019-07-11,NY
666,42740584,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Cambria_Heights,Queens,11411,40.69558071,-73.73787481,2019,May,5,21,2019-05-21,2020,December,12,23,2020-12-23,NY
667,39988991,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Queens_Village,Queens,11429,40.71467371,-73.74044384,2018,August,8,12,2018-08-12,2019,June,6,14,2019-06-14,NY
668,39988996,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11229,40.60511791,-73.95759798,2018,August,8,12,2018-08-12,2020,January,1,8,2020-01-08,NY
669,39530836,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11354,40.77106045,-73.82019248,2018,June,6,21,2018-06-21,2019,June,6,13,2019-06-13,NY
670,39542999,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11355,40.74248806,-73.82049334,2018,June,6,23,2018-06-23,2020,November,11,27,2020-11-27,NY
671,46087032,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Jackson_Heights,Queens,11372,40.75084556,-73.89021157,2020,April,4,28,2020-04-28,2020,May,5,5,2020-05-05,NY
672,43114677,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10314,40.59887697,-74.13191151,2019,June,6,26,2019-06-26,2019,November,11,21,2019-11-21,NY
673,42823226,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11354,40.76439286,-73.82335114,2019,May,5,30,2019-05-30,2019,July,7,8,2019-07-08,NY
674,40028600,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10467,40.87629617,-73.87692168,2018,August,8,16,2018-08-16,2019,June,6,18,2019-06-18,NY
675,46157267,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11234,40.6178181,-73.92966711,2020,May,5,8,2020-05-08,2021,August,8,22,2021-08-22,NY
676,46157318,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11237,40.70141705,-73.92291765,2020,May,5,8,2020-05-08,2020,June,6,8,2020-06-08,NY
677,46157335,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11229,40.5992251,-73.95835793,2020,May,5,8,2020-05-08,2020,June,6,16,2020-06-16,NY
678,50981348,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10003,40.72701513,-73.98764289,2021,June,6,23,2021-06-23,2021,October,10,1,2021-10-01,NY
679,41881536,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Cambria_Heights,Queens,11411,40.68859287,-73.73444787,2019,March,3,5,2019-03-05,2019,June,6,12,2019-06-12,NY
680,46158637,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10306,40.57092757,-74.12366749,2020,May,5,8,2020-05-08,2020,August,8,18,2020-08-18,NY
681,46158693,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11354,40.766326,-73.81174691,2020,May,5,8,2020-05-08,2020,May,5,19,2020-05-19,NY
682,42826085,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10011,40.74265813,-73.99801157,2019,May,5,31,2019-05-31,2019,June,6,28,2019-06-28,NY
683,46159370,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Sunnyside,Queens,11104,40.74704152,-73.92457914,2020,May,5,9,2020-05-09,2020,December,12,21,2020-12-21,NY
684,46159385,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10034,40.86769863,-73.92734919,2020,May,5,9,2020-05-09,2020,May,5,12,2020-05-12,NY
685,41989610,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11358,40.7589904,-73.78865141,2019,March,3,18,2019-03-18,2019,October,10,2,2019-10-02,NY
686,46160936,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11222,40.73391746,-73.95291545,2020,May,5,9,2020-05-09,2020,May,5,28,2020-05-28,NY
687,46162510,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11222,40.73241094,-73.95377888,2020,May,5,9,2020-05-09,2020,May,5,13,2020-05-13,NY
688,43227234,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10307,40.50741188,-74.24913564,2019,July,7,8,2019-07-08,2019,July,7,12,2019-07-12,NY
689,43227240,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.54585137,-74.17050121,2019,July,7,8,2019-07-08,2019,November,11,2,2019-11-02,NY
690,46163213,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10309,40.53547263,-74.20601165,2020,May,5,9,2020-05-09,2020,September,9,17,2020-09-17,NY
691,46163260,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Little_Neck,Queens,11362,40.76227571,-73.7271835,2020,May,5,9,2020-05-09,2020,May,5,18,2020-05-18,NY
692,46164046,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.77966813,-73.81170197,2020,May,5,9,2020-05-09,2020,May,5,13,2020-05-13,NY
693,43228366,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11219,40.62772048,-74.00932339,2019,July,7,8,2019-07-08,2019,August,8,15,2019-08-15,NY
694,43228371,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11230,40.61118123,-73.95778502,2019,July,7,8,2019-07-08,2019,November,11,27,2019-11-27,NY
695,43228372,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.79315209,-73.82323871,2019,July,7,8,2019-07-08,2019,October,10,25,2019-10-25,NY
696,51091152,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10461,40.83730367,-73.83428113,2021,July,7,3,2021-07-03,2021,October,10,1,2021-10-01,NY
697,46164785,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Woodhaven,Queens,11421,40.68729554,-73.85719362,2020,May,5,9,2020-05-09,2020,May,5,20,2020-05-20,NY
698,46164847,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.54150205,-74.19067437,2020,May,5,9,2020-05-09,2020,May,5,11,2020-05-11,NY
699,43799098,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Ridgewood,Queens,11385,40.70463778,-73.912945,2019,September,9,16,2019-09-16,2019,November,11,21,2019-11-21,NY
700,46165704,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11229,40.61066903,-73.95347059,2020,May,5,10,2020-05-10,2020,May,5,12,2020-05-12,NY
701,43229511,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Richmond_Hill,Queens,11418,40.69918959,-73.83529885,2019,July,7,8,2019-07-08,2019,July,7,15,2019-07-15,NY
702,43229512,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,College_Point,Queens,11356,40.78677621,-73.850491,2019,July,7,8,2019-07-08,2021,September,9,24,2021-09-24,NY
703,46167156,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Fresh_Meadows,Queens,11366,40.72615823,-73.79818292,2020,May,5,10,2020-05-10,2020,May,5,12,2020-05-12,NY
704,46167185,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Corona,Queens,11368,40.74469552,-73.86761211,2020,May,5,10,2020-05-10,2020,May,5,11,2020-05-11,NY
705,43229515,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11234,40.61391649,-73.92340769,2019,July,7,8,2019-07-08,2019,July,7,22,2019-07-22,NY
706,51131439,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11229,40.60573832,-73.94487038,2021,July,7,7,2021-07-07,2021,October,10,1,2021-10-01,NY
707,46167982,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11223,40.59946112,-73.97807698,2020,May,5,10,2020-05-10,2020,September,9,11,2020-09-11,NY
708,46167983,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Hollis,Queens,11423,40.72399861,-73.76923357,2020,May,5,10,2020-05-10,2020,May,5,15,2020-05-15,NY
709,42117819,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.5414871,-74.18975686,2019,April,4,2,2019-04-02,2021,August,8,3,2021-08-03,NY
710,42121877,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,East_Elmhurst,Queens,11369,40.75926661,-73.87939758,2019,April,4,2,2019-04-02,2021,March,3,23,2021-03-23,NY
711,42130791,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Bronx,Bronx,10466,40.88745989,-73.82831886,2019,April,4,3,2019-04-03,2020,April,4,14,2020-04-14,NY
712,43230586,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11218,40.64406867,-73.97423909,2019,July,7,8,2019-07-08,2020,January,1,10,2020-01-10,NY
713,43232167,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Ridgewood,Queens,11385,40.70909686,-73.90130317,2019,July,7,9,2019-07-09,2019,July,7,15,2019-07-15,NY
714,46169503,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Flushing,Queens,11358,40.76034134,-73.80775342,2020,May,5,10,2020-05-10,2020,May,5,18,2020-05-18,NY
715,39875352,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,College_Point,Queens,11356,40.78418251,-73.83639941,2018,July,7,30,2018-07-30,2019,June,6,24,2019-06-24,NY
716,46171010,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Fresh_Meadows,Queens,11366,40.72615823,-73.79818292,2020,May,5,10,2020-05-10,2020,May,5,12,2020-05-12,NY
717,46171913,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Ridgewood,Queens,11385,40.70221822,-73.9042491,2020,May,5,11,2020-05-11,2020,June,6,4,2020-06-04,NY
718,46171916,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10011,40.74424461,-73.9999603,2020,May,5,11,2020-05-11,2020,May,5,13,2020-05-13,NY
719,43237199,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11220,40.63796548,-74.03188743,2019,July,7,9,2019-07-09,2020,February,2,28,2020-02-28,NY
720,43237200,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,New_York,Manhattan,10035,40.80477313,-73.94138237,2019,July,7,9,2019-07-09,2019,July,7,16,2019-07-16,NY
721,46172581,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11223,40.60411829,-73.96417454,2020,May,5,11,2020-05-11,2020,May,5,13,2020-05-13,NY
722,46172597,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10307,40.50526752,-74.25319469,2020,May,5,11,2020-05-11,2021,September,9,8,2021-09-08,NY
723,42184993,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Whitestone,Queens,11357,40.7896999,-73.80173164,2019,April,4,10,2019-04-10,2019,October,10,30,2019-10-30,NY
724,46172691,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Brooklyn,Brooklyn,11218,40.63654306,-73.97704154,2020,May,5,11,2020-05-11,2020,May,5,26,2020-05-26,NY
725,46173494,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Richmond_Hill,Queens,11418,40.70578794,-73.83717971,2020,May,5,11,2020-05-11,2020,May,5,21,2020-05-21,NY
726,46174419,DPR,Department_of_Parks_and_Recreation,Dead/Dying_Tree,Closed,Staten_Island,Staten_Island,10312,40.52915555,-74.16034678,2020,May,5,11,2020-05-11,2020,September,9,3,2020-09-03,NY
